"species","longitude","latitude","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"Tapirus terrestris",-67.876972,5.816222,27.9357490539551,10.1536245346069,73.0923538208008,116.205902099609,36.0970001220703,22.2054996490479,13.8915004730225,26.5686664581299,29.4672908782959,29.4672908782959,26.5686664581299,2487,442,23,73.5912933349609,1258,123,123,1258
"Tapirus terrestris",-67.876222,5.804028,27.9357490539551,10.1536245346069,73.0923538208008,116.205902099609,36.0970001220703,22.2054996490479,13.8915004730225,26.5686664581299,29.4672908782959,29.4672908782959,26.5686664581299,2487,442,23,73.5912933349609,1258,123,123,1258
"Tapirus terrestris",-67.817,5.800694,27.8471240997314,10.2124996185303,73.0403442382812,121.575408935547,36.0007476806641,22.0187492370605,13.9819984436035,26.4134178161621,29.435791015625,29.435791015625,26.4134178161621,2482,460,33,72.2166061401367,1255,136,136,1255
"Tapirus terrestris",-67.821333,5.796111,27.8471240997314,10.2124996185303,73.0403442382812,121.575408935547,36.0007476806641,22.0187492370605,13.9819984436035,26.4134178161621,29.435791015625,29.435791015625,26.4134178161621,2482,460,33,72.2166061401367,1255,136,136,1255
"Tapirus terrestris",-67.817194,5.667222,27.8471240997314,10.2124996185303,73.0403442382812,121.575408935547,36.0007476806641,22.0187492370605,13.9819984436035,26.4134178161621,29.435791015625,29.435791015625,26.4134178161621,2482,460,33,72.2166061401367,1255,136,136,1255
"Tapirus terrestris",-67.747556,5.908833,27.7913341522217,9.98974990844727,72.5933456420898,121.390060424805,35.9082489013672,22.1470012664795,13.7612476348877,26.3676242828369,28.7345848083496,29.372875213623,26.3676242828369,2423,428,18,74.9925689697266,1222,104,260,1222
"Tapirus terrestris",-67.746472,5.905028,27.7913341522217,9.98974990844727,72.5933456420898,121.390060424805,35.9082489013672,22.1470012664795,13.7612476348877,26.3676242828369,28.7345848083496,29.372875213623,26.3676242828369,2423,428,18,74.9925689697266,1222,104,260,1222
"Tapirus terrestris",-67.749528,5.921583,27.7913341522217,9.98974990844727,72.5933456420898,121.390060424805,35.9082489013672,22.1470012664795,13.7612476348877,26.3676242828369,28.7345848083496,29.372875213623,26.3676242828369,2423,428,18,74.9925689697266,1222,104,260,1222
"Tapirus terrestris",-67.841528,5.930528,27.8432292938232,9.94433307647705,73.1927490234375,115.954345703125,35.8632507324219,22.2767505645752,13.5865001678467,26.4795837402344,29.3346672058105,29.3558330535889,26.4795837402344,2408,429,17,76.9228286743164,1228,92,238,1228
"Tapirus terrestris",-67.839917,5.930472,27.8432292938232,9.94433307647705,73.1927490234375,115.954345703125,35.8632507324219,22.2767505645752,13.5865001678467,26.4795837402344,29.3346672058105,29.3558330535889,26.4795837402344,2408,429,17,76.9228286743164,1228,92,238,1228
"Tapirus terrestris",-67.842111,5.930861,27.8432292938232,9.94433307647705,73.1927490234375,115.954345703125,35.8632507324219,22.2767505645752,13.5865001678467,26.4795837402344,29.3346672058105,29.3558330535889,26.4795837402344,2408,429,17,76.9228286743164,1228,92,238,1228
"Tapirus terrestris",-67.84125,5.934194,27.8432292938232,9.94433307647705,73.1927490234375,115.954345703125,35.8632507324219,22.2767505645752,13.5865001678467,26.4795837402344,29.3346672058105,29.3558330535889,26.4795837402344,2408,429,17,76.9228286743164,1228,92,238,1228
"Tapirus terrestris",-67.840444,5.936639,27.8432292938232,9.94433307647705,73.1927490234375,115.954345703125,35.8632507324219,22.2767505645752,13.5865001678467,26.4795837402344,29.3346672058105,29.3558330535889,26.4795837402344,2408,429,17,76.9228286743164,1228,92,238,1228
"Tapirus terrestris",-67.838194,5.918,27.8432292938232,9.94433307647705,73.1927490234375,115.954345703125,35.8632507324219,22.2767505645752,13.5865001678467,26.4795837402344,29.3346672058105,29.3558330535889,26.4795837402344,2408,429,17,76.9228286743164,1228,92,238,1228
"Tapirus terrestris",-67.778361,5.8725,27.7913341522217,9.98974990844727,72.5933456420898,121.390060424805,35.9082489013672,22.1470012664795,13.7612476348877,26.3676242828369,28.7345848083496,29.372875213623,26.3676242828369,2423,428,18,74.9925689697266,1222,104,260,1222
"Tapirus terrestris",-67.779444,5.87275,27.7913341522217,9.98974990844727,72.5933456420898,121.390060424805,35.9082489013672,22.1470012664795,13.7612476348877,26.3676242828369,28.7345848083496,29.372875213623,26.3676242828369,2423,428,18,74.9925689697266,1222,104,260,1222
"Tapirus terrestris",-67.969083,6.025111,27.8715000152588,9.83441638946533,72.8407897949219,117.47135925293,35.8559989929199,22.3547496795654,13.5012493133545,26.4955825805664,28.7232913970947,29.4325008392334,26.4955825805664,2353,423,16,78.1528472900391,1206,81,222,1206
"Tapirus terrestris",-67.963583,6.0255,27.8715000152588,9.83441638946533,72.8407897949219,117.47135925293,35.8559989929199,22.3547496795654,13.5012493133545,26.4955825805664,28.7232913970947,29.4325008392334,26.4955825805664,2353,423,16,78.1528472900391,1206,81,222,1206
"Tapirus terrestris",-68.143167,5.855306,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.14075,5.854167,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.145694,5.854611,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.140889,5.854944,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.147111,5.855111,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.146306,5.849194,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.147639,5.850528,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.172472,5.813528,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.169361,5.813083,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.167417,5.815333,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.167,5.821639,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.171139,5.824917,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.143861,5.807139,27.9192600250244,10.0658121109009,73.1912689208984,111.345245361328,36.0577507019043,22.3050003051758,13.7527503967285,26.6084175109863,28.8275012969971,29.388708114624,26.6084175109863,2491,434,20,74.4821395874023,1255,108,110,1255
"Tapirus terrestris",-68.1405,5.804194,27.9192600250244,10.0658121109009,73.1912689208984,111.345245361328,36.0577507019043,22.3050003051758,13.7527503967285,26.6084175109863,28.8275012969971,29.388708114624,26.6084175109863,2491,434,20,74.4821395874023,1255,108,110,1255
"Tapirus terrestris",-68.153444,5.803222,27.9192600250244,10.0658121109009,73.1912689208984,111.345245361328,36.0577507019043,22.3050003051758,13.7527503967285,26.6084175109863,28.8275012969971,29.388708114624,26.6084175109863,2491,434,20,74.4821395874023,1255,108,110,1255
"Tapirus terrestris",-68.179333,5.785361,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.170917,5.781861,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.462389,5.661889,27.8952598571777,9.8123950958252,73.9985809326172,102.530776977539,35.6769981384277,22.4167499542236,13.2602481842041,26.673583984375,28.7687072753906,29.25608253479,26.673583984375,2567,456,21,73.0685272216797,1259,108,111,1259
"Tapirus terrestris",-68.454611,5.657611,27.8952598571777,9.8123950958252,73.9985809326172,102.530776977539,35.6769981384277,22.4167499542236,13.2602481842041,26.673583984375,28.7687072753906,29.25608253479,26.673583984375,2567,456,21,73.0685272216797,1259,108,111,1259
"Tapirus terrestris",-68.457333,5.661667,27.8952598571777,9.8123950958252,73.9985809326172,102.530776977539,35.6769981384277,22.4167499542236,13.2602481842041,26.673583984375,28.7687072753906,29.25608253479,26.673583984375,2567,456,21,73.0685272216797,1259,108,111,1259
"Tapirus terrestris",-68.486389,5.655917,27.8952598571777,9.8123950958252,73.9985809326172,102.530776977539,35.6769981384277,22.4167499542236,13.2602481842041,26.673583984375,28.7687072753906,29.25608253479,26.673583984375,2567,456,21,73.0685272216797,1259,108,111,1259
"Tapirus terrestris",-68.129417,5.8275,27.9192600250244,10.0658121109009,73.1912689208984,111.345245361328,36.0577507019043,22.3050003051758,13.7527503967285,26.6084175109863,28.8275012969971,29.388708114624,26.6084175109863,2491,434,20,74.4821395874023,1255,108,110,1255
"Tapirus terrestris",-68.125194,5.827139,27.9192600250244,10.0658121109009,73.1912689208984,111.345245361328,36.0577507019043,22.3050003051758,13.7527503967285,26.6084175109863,28.8275012969971,29.388708114624,26.6084175109863,2491,434,20,74.4821395874023,1255,108,110,1255
"Tapirus terrestris",-68.061917,5.981694,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.480361,5.741056,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.482611,5.741389,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.48325,5.740611,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.48075,5.740111,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.48325,5.741056,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.484583,5.744917,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.498333,5.742528,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.500833,5.745278,27.8732089996338,9.65337467193604,73.0513916015625,103.960693359375,35.5794982910156,22.3649997711182,13.2144985198975,26.6338748931885,28.7099571228027,29.2330837249756,26.6338748931885,2493,433,18,73.5745544433594,1227,96,103,1227
"Tapirus terrestris",-68.436333,5.810333,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.280417,5.908667,27.9019584655762,9.84091758728027,73.6361236572266,110.323028564453,35.8132514953613,22.4489994049072,13.3642520904541,26.6029167175293,29.3280410766602,29.3415412902832,26.6029167175293,2450,432,19,76.0689239501953,1239,93,245,1239
"Tapirus terrestris",-68.275528,5.904389,27.9019584655762,9.84091758728027,73.6361236572266,110.323028564453,35.8132514953613,22.4489994049072,13.3642520904541,26.6029167175293,29.3280410766602,29.3415412902832,26.6029167175293,2450,432,19,76.0689239501953,1239,93,245,1239
"Tapirus terrestris",-68.186833,5.842306,27.9019584655762,9.84091758728027,73.6361236572266,110.323028564453,35.8132514953613,22.4489994049072,13.3642520904541,26.6029167175293,29.3280410766602,29.3415412902832,26.6029167175293,2450,432,19,76.0689239501953,1239,93,245,1239
"Tapirus terrestris",-68.187389,5.841972,27.9019584655762,9.84091758728027,73.6361236572266,110.323028564453,35.8132514953613,22.4489994049072,13.3642520904541,26.6029167175293,29.3280410766602,29.3415412902832,26.6029167175293,2450,432,19,76.0689239501953,1239,93,245,1239
"Tapirus terrestris",-68.187917,5.841861,27.9019584655762,9.84091758728027,73.6361236572266,110.323028564453,35.8132514953613,22.4489994049072,13.3642520904541,26.6029167175293,29.3280410766602,29.3415412902832,26.6029167175293,2450,432,19,76.0689239501953,1239,93,245,1239
"Tapirus terrestris",-68.172333,5.898833,27.9019584655762,9.84091758728027,73.6361236572266,110.323028564453,35.8132514953613,22.4489994049072,13.3642520904541,26.6029167175293,29.3280410766602,29.3415412902832,26.6029167175293,2450,432,19,76.0689239501953,1239,93,245,1239
"Tapirus terrestris",-68.060194,6.061278,27.8074378967285,9.73379230499268,73.33251953125,112.789505004883,35.6702499389648,22.39674949646,13.2735004425049,26.480541229248,28.6022090911865,29.3122501373291,26.480541229248,2373,420,13,77.890754699707,1211,77,226,1211
"Tapirus terrestris",-68.059028,6.07475,27.8074378967285,9.73379230499268,73.33251953125,112.789505004883,35.6702499389648,22.39674949646,13.2735004425049,26.480541229248,28.6022090911865,29.3122501373291,26.480541229248,2373,420,13,77.890754699707,1211,77,226,1211
"Tapirus terrestris",-68.058972,6.069417,27.8074378967285,9.73379230499268,73.33251953125,112.789505004883,35.6702499389648,22.39674949646,13.2735004425049,26.480541229248,28.6022090911865,29.3122501373291,26.480541229248,2373,420,13,77.890754699707,1211,77,226,1211
"Tapirus terrestris",-75.7777,-0.7612,25.363000869751,9.41149997711182,83.4204864501953,58.3284225463867,31.0820007324219,19.7999992370605,11.2820014953613,24.9991664886475,25.9325828552246,25.9762496948242,24.540958404541,2902,325,158,23.8968467712402,935,487,546,833
"Tapirus terrestris",-75.4525,-0.9808,25.472677230835,9.4031867980957,82.26220703125,66.0664749145508,31.2469997406006,19.8162498474121,11.4307498931885,25.1304588317871,26.0978336334229,26.1261253356934,24.5258750915527,2854,339,152,25.6636638641357,951,477,513,828
