"species","longitude","latitude","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"Tapirus terrestris",-45.1763284,-23.3269559,17.308572769165,10.8709373474121,57.2968826293945,256.903961181641,25.8427505493164,6.86975002288818,18.9729995727539,20.2499160766602,13.991250038147,20.3187503814697,13.991250038147,1567,259,31,64.3192291259766,729,125,696,125
"Tapirus terrestris",-45.5650807,-23.5318356,17.9193439483643,9.18077087402344,53.979133605957,254.92839050293,25.6822490692139,8.67424964904785,17.007999420166,20.8813743591309,14.7142915725708,21.0139579772949,14.7142915725708,1876,281,59,51.3529396057129,791,204,760,204
"Tapirus terrestris",-45.6234002,-23.5635965,17.9193439483643,9.18077087402344,53.979133605957,254.92839050293,25.6822490692139,8.67424964904785,17.007999420166,20.8813743591309,14.7142915725708,21.0139579772949,14.7142915725708,1876,281,59,51.3529396057129,791,204,760,204
"Tapirus terrestris",-68.43928,5.65106,27.8952598571777,9.8123950958252,73.9985809326172,102.530776977539,35.6769981384277,22.4167499542236,13.2602481842041,26.673583984375,28.7687072753906,29.25608253479,26.673583984375,2567,456,21,73.0685272216797,1259,108,111,1259
"Tapirus terrestris",-68.45747,5.66147,27.8952598571777,9.8123950958252,73.9985809326172,102.530776977539,35.6769981384277,22.4167499542236,13.2602481842041,26.673583984375,28.7687072753906,29.25608253479,26.673583984375,2567,456,21,73.0685272216797,1259,108,111,1259
"Tapirus terrestris",-68.44972,5.65928,27.8952598571777,9.8123950958252,73.9985809326172,102.530776977539,35.6769981384277,22.4167499542236,13.2602481842041,26.673583984375,28.7687072753906,29.25608253479,26.673583984375,2567,456,21,73.0685272216797,1259,108,111,1259
"Tapirus terrestris",-68.47197,5.68161,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.49939,5.74167,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.4825,5.73892,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.25769,5.78294,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.23003,5.79003,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.21467,5.78972,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.47197,5.79967,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.43719,5.80142,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.42803,5.80225,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.183,5.80078,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.12383,5.80136,27.9192600250244,10.0658121109009,73.1912689208984,111.345245361328,36.0577507019043,22.3050003051758,13.7527503967285,26.6084175109863,28.8275012969971,29.388708114624,26.6084175109863,2491,434,20,74.4821395874023,1255,108,110,1255
"Tapirus terrestris",-68.43644,5.81458,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.25047,5.81122,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.15639,5.8075,27.9192600250244,10.0658121109009,73.1912689208984,111.345245361328,36.0577507019043,22.3050003051758,13.7527503967285,26.6084175109863,28.8275012969971,29.388708114624,26.6084175109863,2491,434,20,74.4821395874023,1255,108,110,1255
"Tapirus terrestris",-68.12311,5.80872,27.9192600250244,10.0658121109009,73.1912689208984,111.345245361328,36.0577507019043,22.3050003051758,13.7527503967285,26.6084175109863,28.8275012969971,29.388708114624,26.6084175109863,2491,434,20,74.4821395874023,1255,108,110,1255
"Tapirus terrestris",-68.16975,5.82967,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.12861,5.82831,27.9192600250244,10.0658121109009,73.1912689208984,111.345245361328,36.0577507019043,22.3050003051758,13.7527503967285,26.6084175109863,28.8275012969971,29.388708114624,26.6084175109863,2491,434,20,74.4821395874023,1255,108,110,1255
"Tapirus terrestris",-68.13628,5.84464,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.14158,5.85308,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.226,5.87483,27.9019584655762,9.84091758728027,73.6361236572266,110.323028564453,35.8132514953613,22.4489994049072,13.3642520904541,26.6029167175293,29.3280410766602,29.3415412902832,26.6029167175293,2450,432,19,76.0689239501953,1239,93,245,1239
"Tapirus terrestris",-68.2775,5.90669,27.9019584655762,9.84091758728027,73.6361236572266,110.323028564453,35.8132514953613,22.4489994049072,13.3642520904541,26.6029167175293,29.3280410766602,29.3415412902832,26.6029167175293,2450,432,19,76.0689239501953,1239,93,245,1239
"Tapirus terrestris",-68.25897,5.91989,27.9019584655762,9.84091758728027,73.6361236572266,110.323028564453,35.8132514953613,22.4489994049072,13.3642520904541,26.6029167175293,29.3280410766602,29.3415412902832,26.6029167175293,2450,432,19,76.0689239501953,1239,93,245,1239
"Tapirus terrestris",-68.16253,5.93594,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.06372,5.98711,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-67.91536,6.03942,27.8715000152588,9.83441638946533,72.8407897949219,117.47135925293,35.8559989929199,22.3547496795654,13.5012493133545,26.4955825805664,28.7232913970947,29.4325008392334,26.4955825805664,2353,423,16,78.1528472900391,1206,81,222,1206
"Tapirus terrestris",-67.72197,6.09917,27.8877716064453,9.90562534332275,72.5859680175781,120.275390625,35.939998626709,22.293249130249,13.64674949646,26.4836654663086,28.7649993896484,29.4861660003662,26.4836654663086,2331,424,16,78.7719268798828,1211,80,218,1211
"Tapirus terrestris",-67.71239,6.09414,27.8877716064453,9.90562534332275,72.5859680175781,120.275390625,35.939998626709,22.293249130249,13.64674949646,26.4836654663086,28.7649993896484,29.4861660003662,26.4836654663086,2331,424,16,78.7719268798828,1211,80,218,1211
"Tapirus terrestris",-67.764,6.15183,27.8877716064453,9.90562534332275,72.5859680175781,120.275390625,35.939998626709,22.293249130249,13.64674949646,26.4836654663086,28.7649993896484,29.4861660003662,26.4836654663086,2331,424,16,78.7719268798828,1211,80,218,1211
"Tapirus terrestris",-67.76125,6.15789,27.8877716064453,9.90562534332275,72.5859680175781,120.275390625,35.939998626709,22.293249130249,13.64674949646,26.4836654663086,28.7649993896484,29.4861660003662,26.4836654663086,2331,424,16,78.7719268798828,1211,80,218,1211
"Tapirus terrestris",-67.74581,6.18206,27.8286972045898,9.66668701171875,71.785888671875,118.047203063965,35.8914985656738,22.4254989624023,13.4659996032715,26.4577083587646,29.2830829620361,29.4383335113525,26.4577083587646,2255,410,13,78.9785385131836,1164,71,206,1164
"Tapirus terrestris",-68.17053,5.8945,27.9019584655762,9.84091758728027,73.6361236572266,110.323028564453,35.8132514953613,22.4489994049072,13.3642520904541,26.6029167175293,29.3280410766602,29.3415412902832,26.6029167175293,2450,432,19,76.0689239501953,1239,93,245,1239
"Tapirus terrestris",-76.308152,0.549661,24.9523963928223,9.08241653442383,85.4936370849609,56.6148338317871,30.4177494049072,19.7942485809326,10.6235008239746,24.5023746490479,25.4467926025391,25.5981254577637,24.2434577941895,3852,424,203,23.7871322631836,1242,675,915,1194
"Tapirus terrestris",-76.260394,0.553856,24.9523963928223,9.08241653442383,85.4936370849609,56.6148338317871,30.4177494049072,19.7942485809326,10.6235008239746,24.5023746490479,25.4467926025391,25.5981254577637,24.2434577941895,3852,424,203,23.7871322631836,1242,675,915,1194
"Tapirus terrestris",-76.260421,0.553854,24.9523963928223,9.08241653442383,85.4936370849609,56.6148338317871,30.4177494049072,19.7942485809326,10.6235008239746,24.5023746490479,25.4467926025391,25.5981254577637,24.2434577941895,3852,424,203,23.7871322631836,1242,675,915,1194
"Tapirus terrestris",-68.439278,5.651056,27.8952598571777,9.8123950958252,73.9985809326172,102.530776977539,35.6769981384277,22.4167499542236,13.2602481842041,26.673583984375,28.7687072753906,29.25608253479,26.673583984375,2567,456,21,73.0685272216797,1259,108,111,1259
"Tapirus terrestris",-68.457472,5.661472,27.8952598571777,9.8123950958252,73.9985809326172,102.530776977539,35.6769981384277,22.4167499542236,13.2602481842041,26.673583984375,28.7687072753906,29.25608253479,26.673583984375,2567,456,21,73.0685272216797,1259,108,111,1259
"Tapirus terrestris",-68.449722,5.659278,27.8952598571777,9.8123950958252,73.9985809326172,102.530776977539,35.6769981384277,22.4167499542236,13.2602481842041,26.673583984375,28.7687072753906,29.25608253479,26.673583984375,2567,456,21,73.0685272216797,1259,108,111,1259
"Tapirus terrestris",-68.471972,5.681611,27.8960208892822,9.7271671295166,73.5430068969727,105.646385192871,35.6785011291504,22.4519996643066,13.2265014648438,26.6391258239746,28.7474994659424,29.2800407409668,26.6391258239746,2504,439,19,73.8543319702148,1239,99,103,1239
"Tapirus terrestris",-68.257694,5.782944,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.230028,5.790028,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.214667,5.789722,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.183,5.800778,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.123833,5.801361,27.9192600250244,10.0658121109009,73.1912689208984,111.345245361328,36.0577507019043,22.3050003051758,13.7527503967285,26.6084175109863,28.8275012969971,29.388708114624,26.6084175109863,2491,434,20,74.4821395874023,1255,108,110,1255
"Tapirus terrestris",-68.250472,5.811222,27.9409065246582,9.87302017211914,73.909538269043,107.13533782959,35.8152503967285,22.4570007324219,13.3582496643066,26.6703338623047,28.8014583587646,29.3438339233398,26.6703338623047,2489,451,19,75.5637054443359,1262,98,101,1262
"Tapirus terrestris",-68.156389,5.8075,27.9192600250244,10.0658121109009,73.1912689208984,111.345245361328,36.0577507019043,22.3050003051758,13.7527503967285,26.6084175109863,28.8275012969971,29.388708114624,26.6084175109863,2491,434,20,74.4821395874023,1255,108,110,1255
"Tapirus terrestris",-68.123111,5.808722,27.9192600250244,10.0658121109009,73.1912689208984,111.345245361328,36.0577507019043,22.3050003051758,13.7527503967285,26.6084175109863,28.8275012969971,29.388708114624,26.6084175109863,2491,434,20,74.4821395874023,1255,108,110,1255
"Tapirus terrestris",-68.128611,5.828306,27.9192600250244,10.0658121109009,73.1912689208984,111.345245361328,36.0577507019043,22.3050003051758,13.7527503967285,26.6084175109863,28.8275012969971,29.388708114624,26.6084175109863,2491,434,20,74.4821395874023,1255,108,110,1255
"Tapirus terrestris",-68.136278,5.844639,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.141583,5.853083,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-68.063722,5.987111,27.8691673278809,9.79520797729492,73.3860855102539,112.275848388672,35.752498626709,22.4049987792969,13.3474998474121,26.5457916259766,28.7233753204346,29.3318328857422,26.5457916259766,2425,435,17,76.6811904907227,1227,88,242,1227
"Tapirus terrestris",-67.915361,6.039417,27.8715000152588,9.83441638946533,72.8407897949219,117.47135925293,35.8559989929199,22.3547496795654,13.5012493133545,26.4955825805664,28.7232913970947,29.4325008392334,26.4955825805664,2353,423,16,78.1528472900391,1206,81,222,1206
"Tapirus terrestris",-67.721972,6.099167,27.8877716064453,9.90562534332275,72.5859680175781,120.275390625,35.939998626709,22.293249130249,13.64674949646,26.4836654663086,28.7649993896484,29.4861660003662,26.4836654663086,2331,424,16,78.7719268798828,1211,80,218,1211
"Tapirus terrestris",-67.712389,6.094139,27.8877716064453,9.90562534332275,72.5859680175781,120.275390625,35.939998626709,22.293249130249,13.64674949646,26.4836654663086,28.7649993896484,29.4861660003662,26.4836654663086,2331,424,16,78.7719268798828,1211,80,218,1211
"Tapirus terrestris",-67.689861,6.114028,27.8877716064453,9.90562534332275,72.5859680175781,120.275390625,35.939998626709,22.293249130249,13.64674949646,26.4836654663086,28.7649993896484,29.4861660003662,26.4836654663086,2331,424,16,78.7719268798828,1211,80,218,1211
"Tapirus terrestris",-67.764,6.151833,27.8877716064453,9.90562534332275,72.5859680175781,120.275390625,35.939998626709,22.293249130249,13.64674949646,26.4836654663086,28.7649993896484,29.4861660003662,26.4836654663086,2331,424,16,78.7719268798828,1211,80,218,1211
"Tapirus terrestris",-67.76125,6.157889,27.8877716064453,9.90562534332275,72.5859680175781,120.275390625,35.939998626709,22.293249130249,13.64674949646,26.4836654663086,28.7649993896484,29.4861660003662,26.4836654663086,2331,424,16,78.7719268798828,1211,80,218,1211
"Tapirus terrestris",-67.745806,6.182056,27.8286972045898,9.66668701171875,71.785888671875,118.047203063965,35.8914985656738,22.4254989624023,13.4659996032715,26.4577083587646,29.2830829620361,29.4383335113525,26.4577083587646,2255,410,13,78.9785385131836,1164,71,206,1164
"Tapirus terrestris",-76.652079,0.945458,24.6411247253418,9.37483406066895,87.0700607299805,45.273120880127,30.0282497406006,19.2612495422363,10.7670001983643,24.0381660461426,25.0692081451416,25.1257915496826,24.0381660461426,4094,450,252,20.5301704406738,1305,811,858,1305
"Tapirus terrestris",-76.744326,0.904067,22.4385318756104,9.1373119354248,89.8060150146484,31.0059337615967,27.4685001373291,17.2940006256104,10.1744995117188,22.0111656188965,22.6925411224365,22.7261238098145,22.003999710083,3883,447,238,22.1010131835938,1277,760,800,1165
"Tapirus terrestris",-76.316951,-0.784193,25.060583114624,9.44091701507568,85.8479843139648,53.6953239440918,30.6497497558594,19.6525001525879,10.9972496032715,24.6981258392334,25.5559177398682,25.6315841674805,24.3113746643066,3279,358,195,19.7569370269775,1016,601,664,908
"Tapirus terrestris",-63.864189,-17.637659,23.4230728149414,10.599437713623,64.9803848266602,216.635818481445,30.6494998931885,14.3377504348755,16.3117485046387,25.5043334960938,21.5071258544922,25.5043334960938,20.4076251983643,1521,250,55,51.3282089233398,662,181,662,192
"Tapirus terrestris",-76.217307,-0.630649,25.1636142730713,9.41247940063477,85.6750869750977,53.9058036804199,30.7490005493164,19.7627506256104,10.9862499237061,24.7949180603027,25.6580829620361,25.746000289917,24.4204158782959,3265,351,196,19.5188274383545,1010,602,669,886
"Tapirus terrestris",-68.264028,6.086417,27.8114376068115,9.70366668701172,73.3362274169922,109.878616333008,35.6235008239746,22.3917503356934,13.2317504882812,26.5120410919189,28.5816249847412,29.2738761901855,26.5120410919189,2359,415,14,77.4046859741211,1199,78,229,1199
"Tapirus terrestris",-68.265861,6.084528,27.8114376068115,9.70366668701172,73.3362274169922,109.878616333008,35.6235008239746,22.3917503356934,13.2317504882812,26.5120410919189,28.5816249847412,29.2738761901855,26.5120410919189,2359,415,14,77.4046859741211,1199,78,229,1199
"Tapirus terrestris",-68.265972,6.085306,27.8114376068115,9.70366668701172,73.3362274169922,109.878616333008,35.6235008239746,22.3917503356934,13.2317504882812,26.5120410919189,28.5816249847412,29.2738761901855,26.5120410919189,2359,415,14,77.4046859741211,1199,78,229,1199
"Tapirus terrestris",-68.266139,6.071667,27.8114376068115,9.70366668701172,73.3362274169922,109.878616333008,35.6235008239746,22.3917503356934,13.2317504882812,26.5120410919189,28.5816249847412,29.2738761901855,26.5120410919189,2359,415,14,77.4046859741211,1199,78,229,1199
"Tapirus terrestris",-68.251167,6.074806,27.8114376068115,9.70366668701172,73.3362274169922,109.878616333008,35.6235008239746,22.3917503356934,13.2317504882812,26.5120410919189,28.5816249847412,29.2738761901855,26.5120410919189,2359,415,14,77.4046859741211,1199,78,229,1199
"Tapirus terrestris",-68.251167,6.080111,27.8114376068115,9.70366668701172,73.3362274169922,109.878616333008,35.6235008239746,22.3917503356934,13.2317504882812,26.5120410919189,28.5816249847412,29.2738761901855,26.5120410919189,2359,415,14,77.4046859741211,1199,78,229,1199
"Tapirus terrestris",-68.256611,6.079389,27.8114376068115,9.70366668701172,73.3362274169922,109.878616333008,35.6235008239746,22.3917503356934,13.2317504882812,26.5120410919189,28.5816249847412,29.2738761901855,26.5120410919189,2359,415,14,77.4046859741211,1199,78,229,1199
"Tapirus terrestris",-68.295889,6.084,27.8114376068115,9.70366668701172,73.3362274169922,109.878616333008,35.6235008239746,22.3917503356934,13.2317504882812,26.5120410919189,28.5816249847412,29.2738761901855,26.5120410919189,2359,415,14,77.4046859741211,1199,78,229,1199
"Tapirus terrestris",-68.297278,6.085583,27.8114376068115,9.70366668701172,73.3362274169922,109.878616333008,35.6235008239746,22.3917503356934,13.2317504882812,26.5120410919189,28.5816249847412,29.2738761901855,26.5120410919189,2359,415,14,77.4046859741211,1199,78,229,1199
"Tapirus terrestris",-68.297528,6.086222,27.8114376068115,9.70366668701172,73.3362274169922,109.878616333008,35.6235008239746,22.3917503356934,13.2317504882812,26.5120410919189,28.5816249847412,29.2738761901855,26.5120410919189,2359,415,14,77.4046859741211,1199,78,229,1199
"Tapirus terrestris",-68.297222,6.080333,27.8114376068115,9.70366668701172,73.3362274169922,109.878616333008,35.6235008239746,22.3917503356934,13.2317504882812,26.5120410919189,28.5816249847412,29.2738761901855,26.5120410919189,2359,415,14,77.4046859741211,1199,78,229,1199
"Tapirus terrestris",-68.293583,6.064111,27.8114376068115,9.70366668701172,73.3362274169922,109.878616333008,35.6235008239746,22.3917503356934,13.2317504882812,26.5120410919189,28.5816249847412,29.2738761901855,26.5120410919189,2359,415,14,77.4046859741211,1199,78,229,1199
"Tapirus terrestris",-68.074083,6.056694,27.8074378967285,9.73379230499268,73.33251953125,112.789505004883,35.6702499389648,22.39674949646,13.2735004425049,26.480541229248,28.6022090911865,29.3122501373291,26.480541229248,2373,420,13,77.890754699707,1211,77,226,1211
"Tapirus terrestris",-68.0755,6.099194,27.8074378967285,9.73379230499268,73.33251953125,112.789505004883,35.6702499389648,22.39674949646,13.2735004425049,26.480541229248,28.6022090911865,29.3122501373291,26.480541229248,2373,420,13,77.890754699707,1211,77,226,1211
"Tapirus terrestris",-68.121056,6.090861,27.8074378967285,9.73379230499268,73.33251953125,112.789505004883,35.6702499389648,22.39674949646,13.2735004425049,26.480541229248,28.6022090911865,29.3122501373291,26.480541229248,2373,420,13,77.890754699707,1211,77,226,1211
"Tapirus terrestris",-68.11725,6.170056,27.749584197998,9.59420871734619,71.8277206420898,113.746437072754,35.7312507629395,22.3740005493164,13.357250213623,26.4135417938232,28.4907512664795,29.2966251373291,26.4135417938232,2265,406,12,77.9844589233398,1157,78,220,1157
"Tapirus terrestris",-68.242917,6.178194,27.7432403564453,9.59768676757812,71.4312896728516,110.669380187988,35.7060012817383,22.2697505950928,13.4362506866455,26.4422492980957,29.1035003662109,29.2512493133545,26.4422492980957,2271,400,12,77.6706008911133,1146,75,218,1146
"Tapirus terrestris",-68.244222,6.176556,27.7432403564453,9.59768676757812,71.4312896728516,110.669380187988,35.7060012817383,22.2697505950928,13.4362506866455,26.4422492980957,29.1035003662109,29.2512493133545,26.4422492980957,2271,400,12,77.6706008911133,1146,75,218,1146
"Tapirus terrestris",-68.244944,6.1755,27.7432403564453,9.59768676757812,71.4312896728516,110.669380187988,35.7060012817383,22.2697505950928,13.4362506866455,26.4422492980957,29.1035003662109,29.2512493133545,26.4422492980957,2271,400,12,77.6706008911133,1146,75,218,1146
"Tapirus terrestris",-67.729194,6.018389,27.8877716064453,9.90562534332275,72.5859680175781,120.275390625,35.939998626709,22.293249130249,13.64674949646,26.4836654663086,28.7649993896484,29.4861660003662,26.4836654663086,2331,424,16,78.7719268798828,1211,80,218,1211
"Tapirus terrestris",-67.717806,6.092139,27.8877716064453,9.90562534332275,72.5859680175781,120.275390625,35.939998626709,22.293249130249,13.64674949646,26.4836654663086,28.7649993896484,29.4861660003662,26.4836654663086,2331,424,16,78.7719268798828,1211,80,218,1211
"Tapirus terrestris",-67.713361,6.092667,27.8877716064453,9.90562534332275,72.5859680175781,120.275390625,35.939998626709,22.293249130249,13.64674949646,26.4836654663086,28.7649993896484,29.4861660003662,26.4836654663086,2331,424,16,78.7719268798828,1211,80,218,1211
"Tapirus terrestris",-67.713056,6.092778,27.8877716064453,9.90562534332275,72.5859680175781,120.275390625,35.939998626709,22.293249130249,13.64674949646,26.4836654663086,28.7649993896484,29.4861660003662,26.4836654663086,2331,424,16,78.7719268798828,1211,80,218,1211
"Tapirus terrestris",-67.735167,6.147111,27.8877716064453,9.90562534332275,72.5859680175781,120.275390625,35.939998626709,22.293249130249,13.64674949646,26.4836654663086,28.7649993896484,29.4861660003662,26.4836654663086,2331,424,16,78.7719268798828,1211,80,218,1211
"Tapirus terrestris",-75.469441,-0.903578,25.472677230835,9.4031867980957,82.26220703125,66.0664749145508,31.2469997406006,19.8162498474121,11.4307498931885,25.1304588317871,26.0978336334229,26.1261253356934,24.5258750915527,2854,339,152,25.6636638641357,951,477,513,828
"Tapirus terrestris",-75.526486,-0.917845,25.3833122253418,9.46875,83.2490539550781,61.3415603637695,31.1467514038086,19.7727489471436,11.374002456665,25.0330410003662,25.97825050354,26.0066661834717,24.5097503662109,2848,326,158,24.5962333679199,930,477,524,825
"Tapirus terrestris",-50.478037,-19.018708,23.3328647613525,12.4566869735718,69.8323135375977,175.282760620117,30.6014995574951,12.763500213623,17.8379993438721,24.7075004577637,21.0100841522217,24.7332077026367,20.7409591674805,1407,267,16,77.7579040527344,706,53,644,76
"Tapirus terrestris",-50.479214,-19.016027,23.3328647613525,12.4566869735718,69.8323135375977,175.282760620117,30.6014995574951,12.763500213623,17.8379993438721,24.7075004577637,21.0100841522217,24.7332077026367,20.7409591674805,1407,267,16,77.7579040527344,706,53,644,76
"Tapirus terrestris",-64.688083,-24.772522,16.6596565246582,12.2873954772949,51.9776878356934,388.770874023438,27.1027507781982,3.46300005912781,23.6397514343262,20.8918762207031,13.1484994888306,20.8918762207031,11.5353336334229,681,149,4,98.6588287353516,406,15,406,16
"Tapirus terrestris",-76.314425,-0.688232,25.060583114624,9.44091701507568,85.8479843139648,53.6953239440918,30.6497497558594,19.6525001525879,10.9972496032715,24.6981258392334,25.5559177398682,25.6315841674805,24.3113746643066,3279,358,195,19.7569370269775,1016,601,664,908
"Tapirus terrestris",-67.864333,5.841778,27.8432292938232,9.94433307647705,73.1927490234375,115.954345703125,35.8632507324219,22.2767505645752,13.5865001678467,26.4795837402344,29.3346672058105,29.3558330535889,26.4795837402344,2408,429,17,76.9228286743164,1228,92,238,1228
"Tapirus terrestris",-67.843833,5.849028,27.8432292938232,9.94433307647705,73.1927490234375,115.954345703125,35.8632507324219,22.2767505645752,13.5865001678467,26.4795837402344,29.3346672058105,29.3558330535889,26.4795837402344,2408,429,17,76.9228286743164,1228,92,238,1228
"Tapirus terrestris",-67.846972,5.838056,27.8432292938232,9.94433307647705,73.1927490234375,115.954345703125,35.8632507324219,22.2767505645752,13.5865001678467,26.4795837402344,29.3346672058105,29.3558330535889,26.4795837402344,2408,429,17,76.9228286743164,1228,92,238,1228
"Tapirus terrestris",-67.836167,5.835333,27.8432292938232,9.94433307647705,73.1927490234375,115.954345703125,35.8632507324219,22.2767505645752,13.5865001678467,26.4795837402344,29.3346672058105,29.3558330535889,26.4795837402344,2408,429,17,76.9228286743164,1228,92,238,1228
"Tapirus terrestris",-67.842583,5.815083,27.9357490539551,10.1536245346069,73.0923538208008,116.205902099609,36.0970001220703,22.2054996490479,13.8915004730225,26.5686664581299,29.4672908782959,29.4672908782959,26.5686664581299,2487,442,23,73.5912933349609,1258,123,123,1258
"Tapirus terrestris",-67.871222,5.784806,27.9357490539551,10.1536245346069,73.0923538208008,116.205902099609,36.0970001220703,22.2054996490479,13.8915004730225,26.5686664581299,29.4672908782959,29.4672908782959,26.5686664581299,2487,442,23,73.5912933349609,1258,123,123,1258
